# TAOpt4.3.0 (18.06.2013 11:01:06) by S. Panek <sebastian.panek@udo.edu> and C. Schoppmeyer <christian.schoppmeyer@bci.tu-dortmund.de> , BCI, TU Dortmund University,
# Starting optimization of model Test at 18.06.2013 11:01:06

0	11012	0	94	1
1	11020	94	126	1
0	21014	94	188	1
2	21020	188	220	1
3	11030	126	306	1
0	11040	306	408	1
3	21030	306	486	1
0	31011	408	487	1
1	31021	487	513	1
2	31031	513	539	1
0	21040	487	589	1
0	41013	589	668	1
2	41020	668	700	1
3	31041	539	719	1
4	11050	408	768	1
0	31050	719	821	1
3	41030	719	899	1
0	11061	821	900	1
2	11070	900	932	1
5	21050	589	949	1
0	41040	900	1002	1
0	21063	1002	1081	1
3	11080	932	1112	1
1	21070	1081	1113	1
6	31060	821	1181	1
0	11090	1112	1214	1
0	51011	1214	1293	1
3	21080	1113	1293	1
2	51020	1293	1325	1
7	41050	1002	1362	1
0	21090	1293	1395	1
0	31073	1395	1474	1
3	51030	1325	1505	1
1	31080	1474	1506	1
4	11100	1214	1574	1
0	51040	1505	1607	1
0	61011	1607	1686	1
3	31090	1506	1686	1
1	61020	1686	1718	1
5	21100	1395	1755	1
0	31100	1686	1788	1
0	11113	1788	1867	1
3	61030	1718	1898	1
1	11120	1867	1899	1
8	51050	1607	1967	1
0	61040	1898	2000	1
0	21111	2000	2079	1
3	11130	1899	2079	1
2	21120	2079	2111	1
6	31110	1788	2148	1
0	11140	2079	2181	1
0	31123	2181	2260	1
3	21130	2111	2291	1
1	31130	2260	2292	1
9	61050	2000	2360	1
0	21140	2291	2393	1
0	41061	2393	2472	1
3	31140	2292	2472	1
1	41071	2472	2498	1
2	41081	2498	2524	1
4	11150	2181	2541	1
0	31150	2472	2574	1
0	51063	2574	2653	1
2	51070	2653	2685	1
3	41091	2524	2704	1
5	21150	2393	2753	1
0	41100	2704	2806	1
3	51080	2704	2884	1
0	61061	2806	2885	1
1	61071	2885	2911	1
6	31160	2574	2934	1
2	61081	2911	2937	1
0	51090	2885	2987	1
3	61091	2937	3117	1
7	41110	2806	3166	1
0	61953	3117	3219	1
0	41121	3219	3298	1
1	41131	3298	3324	1
8	51100	2987	3347	1
2	41141	3324	3350	1
0	51114	3347	3441	1
1	51120	3441	3473	1
3	41151	3350	3530	1
9	61110	3219	3579	1
0	41160	3530	3632	1
3	51130	3530	3710	1
0	61121	3632	3711	1
2	61130	3711	3743	1
0	51140	3711	3813	1
3	61140	3743	3923	1
7	41170	3632	3992	1
0	61955	3923	4025	1
8	51150	3813	4173	1
9	61160	4025	4385	1
#

0	11012	0	94	1
1	11020	94	126	1
0	21014	94	188	1
2	21020	188	220	1
3	11030	126	306	1
0	11040	306	408	1
3	21030	306	486	1
0	31011	408	487	1
1	31021	487	513	1
2	31031	513	539	1
0	21040	487	589	1
0	41013	589	668	1
2	41020	668	700	1
3	31041	539	719	1
4	11050	408	768	1
0	31050	719	821	1
3	41030	719	899	1
0	11061	821	900	1
2	11070	900	932	1
5	21050	589	949	1
0	41040	900	1002	1
0	21063	1002	1081	1
3	11080	932	1112	1
1	21070	1081	1113	1
6	31060	821	1181	1
0	11090	1112	1214	1
0	51011	1214	1293	1
3	21080	1113	1293	1
2	51020	1293	1325	1
7	41050	1002	1362	1
0	21090	1293	1395	1
0	31073	1395	1474	1
3	51030	1325	1505	1
1	31080	1474	1506	1
4	11100	1214	1574	1
0	51040	1505	1607	1
0	61011	1607	1686	1
3	31090	1506	1686	1
1	61020	1686	1718	1
5	21100	1395	1755	1
0	31100	1686	1788	1
0	11113	1788	1867	1
3	61030	1718	1898	1
1	11120	1867	1899	1
8	51050	1607	1967	1
0	61040	1898	2000	1
0	21111	2000	2079	1
3	11130	1899	2079	1
2	21120	2079	2111	1
6	31110	1788	2148	1
0	11140	2079	2181	1
0	31123	2181	2260	1
3	21130	2111	2291	1
1	31130	2260	2292	1
9	61050	2000	2360	1
0	21140	2291	2393	1
0	41061	2393	2472	1
3	31140	2292	2472	1
1	41071	2472	2498	1
2	41081	2498	2524	1
4	11150	2181	2541	1
0	31150	2472	2574	1
0	61063	2574	2653	1
1	61071	2653	2679	1
3	41091	2524	2704	1
2	61081	2679	2705	1
5	21150	2393	2753	1
0	41100	2704	2806	1
0	51061	2806	2885	1
3	61091	2705	2885	1
2	51070	2885	2917	1
6	31160	2574	2934	1
0	61100	2885	2987	1
3	51080	2917	3097	1
7	41110	2806	3166	1
0	51953	3097	3199	1
0	41121	3199	3278	1
1	41131	3278	3304	1
2	41141	3304	3330	1
9	61110	2987	3347	1
0	61124	3347	3441	1
2	61130	3441	3473	1
3	41151	3330	3510	1
8	51100	3199	3559	1
0	41160	3510	3612	1
3	61140	3510	3690	1
0	51111	3612	3691	1
1	51120	3691	3723	1
0	61150	3691	3793	1
3	51130	3723	3903	1
7	41170	3612	3972	1
0	51955	3903	4005	1
9	61160	3793	4153	1
8	51150	4005	4365	1
#

0	11012	0	94	1
1	11020	94	126	1
0	21014	94	188	1
2	21020	188	220	1
3	11030	126	306	1
0	11040	306	408	1
3	21030	306	486	1
0	31011	408	487	1
1	31021	487	513	1
2	31031	513	539	1
0	21040	487	589	1
0	41013	589	668	1
2	41020	668	700	1
3	31041	539	719	1
4	11050	408	768	1
0	31050	719	821	1
3	41030	719	899	1
0	11061	821	900	1
2	11070	900	932	1
5	21050	589	949	1
0	41040	900	1002	1
0	21063	1002	1081	1
3	11080	932	1112	1
1	21070	1081	1113	1
6	31060	821	1181	1
0	11090	1112	1214	1
0	51011	1214	1293	1
3	21080	1113	1293	1
2	51020	1293	1325	1
7	41050	1002	1362	1
0	21090	1293	1395	1
0	31073	1395	1474	1
3	51030	1325	1505	1
1	31080	1474	1506	1
4	11100	1214	1574	1
0	51040	1505	1607	1
0	61011	1607	1686	1
3	31090	1506	1686	1
1	61020	1686	1718	1
5	21100	1395	1755	1
0	31100	1686	1788	1
0	11113	1788	1867	1
3	61030	1718	1898	1
1	11120	1867	1899	1
8	51050	1607	1967	1
0	61040	1898	2000	1
0	21111	2000	2079	1
3	11130	1899	2079	1
2	21120	2079	2111	1
6	31110	1788	2148	1
0	11140	2079	2181	1
0	31123	2181	2260	1
3	21130	2111	2291	1
1	31130	2260	2292	1
9	61050	2000	2360	1
0	21140	2291	2393	1
0	51061	2393	2472	1
3	31140	2292	2472	1
2	51070	2472	2504	1
4	11150	2181	2541	1
0	31150	2472	2574	1
0	41063	2574	2653	1
1	41071	2653	2679	1
3	51080	2504	2684	1
2	41081	2679	2705	1
5	21150	2393	2753	1
0	51090	2684	2786	1
0	61061	2786	2865	1
3	41091	2705	2885	1
1	61071	2865	2891	1
2	61081	2891	2917	1
6	31160	2574	2934	1
0	41100	2885	2987	1
3	61091	2917	3097	1
8	51100	2786	3146	1
0	61953	3097	3199	1
0	51111	3199	3278	1
1	51120	3278	3310	1
7	41110	2987	3347	1
0	41124	3347	3441	1
1	41131	3441	3467	1
3	51130	3310	3490	1
2	41141	3467	3493	1
9	61110	3199	3559	1
0	51140	3490	3592	1
0	61121	3592	3671	1
3	41151	3493	3673	1
2	61130	3671	3703	1
0	41160	3673	3775	1
3	61140	3703	3883	1
8	51150	3592	3952	1
0	61955	3883	3985	1
7	41170	3775	4135	1
9	61160	3985	4345	1
#

0	11012	0	94	1
1	11020	94	126	1
0	21014	94	188	1
2	21020	188	220	1
3	11030	126	306	1
0	11040	306	408	1
3	21030	306	486	1
0	31011	408	487	1
1	31021	487	513	1
2	31031	513	539	1
0	21040	487	589	1
0	41013	589	668	1
2	41020	668	700	1
3	31041	539	719	1
4	11050	408	768	1
0	31050	719	821	1
3	41030	719	899	1
0	11061	821	900	1
2	11070	900	932	1
5	21050	589	949	1
0	41040	900	1002	1
0	21063	1002	1081	1
3	11080	932	1112	1
1	21070	1081	1113	1
6	31060	821	1181	1
0	11090	1112	1214	1
0	51011	1214	1293	1
3	21080	1113	1293	1
2	51020	1293	1325	1
7	41050	1002	1362	1
0	21090	1293	1395	1
0	31073	1395	1474	1
3	51030	1325	1505	1
1	31080	1474	1506	1
4	11100	1214	1574	1
0	51040	1505	1607	1
0	61011	1607	1686	1
3	31090	1506	1686	1
1	61020	1686	1718	1
5	21100	1395	1755	1
0	31100	1686	1788	1
0	11113	1788	1867	1
3	61030	1718	1898	1
1	11120	1867	1899	1
8	51050	1607	1967	1
0	61040	1898	2000	1
0	21111	2000	2079	1
3	11130	1899	2079	1
